fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
FHKTX,2008-05-08,1.59,0.02,14.15,64.36,20.56,0.67,12.36,14.26,1.02,1.28,5.0,3.0,5.0,Growth,Large,73923.53,1700000000.0,29.65
FHMCX,2001-09-23,1.99,0.0,3.25,87.43,24.48,0.19,1.3,-8.05,1.28,0.52,3.0,4.0,4.0,Blend,Small,2666.27,88450000.0,-4.73
FHQRX,2018-09-09,0.88,5.39,3.62,3.04,8.67,0.27,4.53,0.82,0.45,0.33,4.0,4.0,4.0,Growth,Small,109.26,2900000000.0,0.7
FHRRX,2013-04-30,0.52,5.71,3.97,3.29,8.7,0.31,5.09,1.1,0.47,0.36,5.0,3.0,5.0,Growth,Small,109.26,2900000000.0,0.99
FHTFX,1987-04-09,0.89,3.64,3.51,79.01,7.24,0.3,1.19,-1.91,1.61,0.31,3.0,3.0,3.0,Growth,Small,0.0,544750000.0,-0.82
FHTIX,2013-06-10,0.73,5.17,3.25,2.25,10.3,0.21,3.62,0.58,0.46,0.31,3.0,4.0,3.0,Value,Small,2747.66,639540000.0,-0.73
FHTKX,2017-06-06,0.5,1.7,6.02,98.09,15.89,0.35,2.97,-0.88,1.49,0.59,3.0,4.0,4.0,Blend,Large,45259.22,23490000000.0,0.56
FHUGX,2018-02-28,0.79,2.28,3.65,94.66,5.24,0.41,1.62,-1.05,1.27,0.31,3.0,3.0,3.0,Blend,Medium,0.0,4890000000.0,1.63
FHYAX,2014-04-29,0.98,4.92,3.0,2.18,10.33,0.19,3.12,0.37,0.45,0.29,3.0,4.0,3.0,Value,Small,2747.66,639540000.0,-0.77
FHYCX,2014-04-29,1.81,4.1,2.25,2.26,10.31,0.12,1.44,-0.39,0.46,0.23,2.0,4.0,2.0,Value,Small,2747.66,639540000.0,-1.45
FHYIX,1995-04-30,1.19,3.36,3.5,87.9,5.12,0.39,1.59,-1.03,1.2,0.3,2.0,1.0,2.0,Blend,Small,0.0,6370000000.0,1.47
FHYLX,2017-04-26,0.72,5.18,3.26,2.43,10.34,0.21,3.5,0.54,0.48,0.31,3.0,4.0,3.0,Value,Small,2747.66,639540000.0,-0.57
FHYQX,2018-09-09,0.79,3.79,3.97,87.1,5.15,0.48,1.98,-0.57,1.2,0.34,3.0,1.0,3.0,Blend,Small,0.0,6370000000.0,1.91
FHYRX,2017-07-31,0.5,4.08,4.22,87.26,5.14,0.53,2.19,-0.33,1.2,0.36,4.0,1.0,4.0,Blend,Small,0.0,6370000000.0,2.16
FHYSX,2008-12-23,0.03,6.13,4.27,3.56,8.86,0.34,5.42,1.31,0.5,0.38,5.0,3.0,5.0,Value,Small,913.87,46600000.0,0.61
FHYTX,1984-08-22,0.98,4.92,3.04,2.26,10.4,0.19,3.14,0.38,0.46,0.3,4.0,4.0,4.0,Value,Small,2747.66,639540000.0,-0.79
FHYVX,2006-01-02,0.54,4.03,4.18,86.89,5.16,0.52,2.16,-0.37,1.2,0.35,3.0,1.0,3.0,Blend,Small,0.0,6370000000.0,2.12
FIADX,2005-01-05,0.8,1.64,3.14,93.69,16.25,0.17,1.6,3.26,0.97,0.37,3.0,3.0,3.0,Growth,Large,34966.22,8830000000.0,1.72
FIAFX,2003-07-23,0.47,1.43,4.58,86.45,4.66,0.64,7.26,1.25,0.41,0.38,3.0,2.0,3.0,Blend,Large,48104.99,234470000.0,3.65
FIAGX,2007-10-31,1.28,0.72,7.01,91.38,15.34,0.42,6.01,6.78,0.9,0.66,4.0,2.0,4.0,Growth,Large,71215.03,4280000000.0,1.45
FIASX,2003-05-26,1.47,1.78,-1.83,93.29,17.67,-0.1,-3.25,-1.35,1.05,-0.02,5.0,2.0,4.0,Blend,Small,1321.08,2120000000.0,-10.23
FIATX,1997-11-02,1.53,0.18,8.01,87.91,15.34,0.48,7.25,7.72,0.89,0.74,4.0,3.0,4.0,Growth,Large,81015.96,5660000000.0,6.58
FIBAX,2005-12-19,0.07,2.17,0.03,85.1,3.97,-0.22,-0.71,-0.99,1.34,0.01,3.0,5.0,4.0,Blend,Large,0.0,1800000000.0,-2.2
FIBIX,2005-12-19,0.17,2.09,-0.06,84.81,3.96,-0.24,-0.78,-1.08,1.33,0.0,3.0,5.0,3.0,Blend,Large,0.0,1800000000.0,-2.26
FIBPX,2008-12-23,0.04,3.35,3.55,16.95,7.43,0.3,2.16,-0.92,0.91,0.31,5.0,3.0,5.0,Value,Medium,6986.21,39030000.0,2.83
FIBQX,2017-07-31,0.71,4.27,-0.66,12.92,5.46,-0.39,3.9,-0.12,-0.58,-0.04,2.0,3.0,2.0,Value,Medium,0.0,350620000.0,-5.43
FIBUX,2017-03-08,0.0,2.23,5.1,98.98,3.42,1.02,3.5,0.02,1.0,0.42,4.0,3.0,4.0,Blend,Large,0.0,629180000.0,6.47
FIBZX,2007-12-02,0.84,4.12,-0.75,12.74,5.47,-0.4,4.06,-0.21,-0.57,-0.05,2.0,4.0,2.0,Value,Medium,0.0,350620000.0,-5.43
FICAX,1987-02-22,0.92,2.74,2.99,90.66,5.64,0.27,1.05,-1.84,1.34,0.26,2.0,3.0,2.0,Blend,Small,0.0,35480000.0,1.14
FICCX,2007-05-01,0.84,1.82,-0.85,82.42,18.48,-0.04,-2.37,-0.23,1.03,0.07,3.0,2.0,3.0,Blend,Large,25452.93,669370000.0,-12.17
FICDX,1987-11-16,0.88,1.93,-0.89,82.43,18.48,-0.04,-2.41,-0.27,1.03,0.07,3.0,3.0,3.0,Blend,Large,25452.93,669370000.0,-12.2
FICEX,2008-04-24,0.65,0.23,19.05,92.78,18.69,0.94,17.3,7.63,1.01,1.6,4.0,3.0,4.0,Growth,Large,303845.38,389970000.0,18.67
FICGX,2000-10-24,1.12,0.16,11.72,93.51,18.85,0.6,9.92,1.12,1.02,1.07,3.0,3.0,3.0,Growth,Large,99266.48,573080000.0,11.07
FICHX,2013-04-02,0.86,0.42,12.03,93.45,18.85,0.61,10.23,1.41,1.02,1.1,2.0,3.0,2.0,Growth,Large,99266.48,573080000.0,11.29
FICIX,2013-04-02,0.79,0.48,12.12,93.54,18.83,0.62,10.32,1.49,1.02,1.1,2.0,3.0,2.0,Growth,Large,99266.48,573080000.0,11.38
FICJX,2013-04-30,0.64,3.02,3.27,90.76,5.62,0.32,1.26,-1.56,1.34,0.28,3.0,3.0,3.0,Blend,Small,0.0,35480000.0,1.37
FICLX,2013-04-30,0.65,2.93,3.09,91.1,5.62,0.27,1.02,-1.94,1.37,0.27,3.0,3.0,3.0,Blend,Small,0.0,37100000.0,0.01
FICMX,1982-03-29,0.64,1.59,3.39,71.82,2.05,0.88,3.55,0.04,0.51,0.28,3.0,1.0,3.0,Value,Large,0.0,259590000.0,3.86
FICNX,1987-10-28,0.48,2.38,3.9,96.79,4.02,0.59,2.35,-0.14,0.98,0.33,3.0,3.0,3.0,Blend,Medium,0.0,348610000.0,2.44
FICSX,2003-05-26,2.24,0.75,-2.57,93.39,17.64,-0.15,-3.97,-2.12,1.05,-0.08,4.0,2.0,4.0,Blend,Small,1321.08,2120000000.0,-10.79
FICVX,2009-02-18,0.52,1.95,14.47,87.65,13.92,0.93,10.4,7.63,1.24,1.21,3.0,4.0,3.0,Blend,Medium,11518.89,1730000000.0,17.27
FICWX,2017-01-26,0.31,2.81,4.53,94.35,5.86,0.52,5.44,0.71,0.54,0.38,4.0,1.0,3.0,Value,Large,78835.23,1120000000.0,1.71
FIDAX,1996-03-13,1.25,1.38,-1.42,85.76,21.77,-0.03,-2.54,-6.77,1.19,0.08,3.0,3.0,3.0,Blend,Medium,13589.35,578640000.0,-15.89
FIDBX,1997-01-13,1.95,0.7,1.3,85.99,21.83,0.1,-0.29,-8.01,1.21,0.31,3.0,3.0,3.0,Blend,Medium,13587.3,608890000.0,-13.38
FIDCX,1999-02-28,1.95,0.72,-2.17,85.8,21.76,-0.06,-3.17,-7.53,1.19,0.02,3.0,3.0,3.0,Blend,Medium,13589.35,578640000.0,-16.48
FIDFX,2017-01-31,0.33,2.39,-3.34,86.26,22.3,-0.11,-4.25,-13.96,1.16,-0.07,2.0,3.0,2.0,Value,Medium,8329.55,1080000000.0,-15.33
FIDGX,2017-01-31,0.97,0.0,13.3,80.34,21.77,0.61,10.71,2.47,1.09,1.24,4.0,2.0,3.0,Growth,Medium,4198.75,4250000000.0,9.47
FIDKX,2008-05-08,0.66,1.78,3.28,93.67,16.25,0.18,1.74,3.4,0.97,0.38,3.0,3.0,3.0,Growth,Large,34966.22,8830000000.0,1.83
FIDLX,2017-01-31,0.51,2.3,3.99,94.99,19.27,0.22,2.29,-6.25,1.05,0.48,1.0,4.0,2.0,Value,Large,91885.0,749680000.0,-10.98
FIDPX,2015-02-08,0.0,4.35,1.76,79.69,14.03,0.08,0.23,1.5,0.77,0.23,2.0,1.0,2.0,Value,Large,18539.81,65850000.0,-6.02
FIDSX,1981-12-09,0.77,2.17,-1.89,83.13,23.06,-0.03,-2.81,-7.15,1.24,0.08,3.0,3.0,3.0,Value,Medium,20984.7,395070000.0,-20.67
FIDZX,2017-01-31,0.87,0.59,8.72,87.94,15.34,0.52,8.06,8.38,0.89,0.8,4.0,3.0,4.0,Growth,Large,81015.96,5660000000.0,7.16
FIEMX,2008-05-07,1.36,6.06,-2.95,80.81,22.9,-0.08,-3.59,-1.27,1.26,-0.02,2.0,5.0,2.0,Blend,Medium,10565.29,62990000.0,-22.76
FIENX,2007-12-19,0.59,3.37,-2.94,97.17,15.78,-0.21,-4.73,-2.89,0.96,-0.15,5.0,2.0,5.0,Value,Large,34304.06,1110000000.0,-10.93
FIEUX,1986-09-30,0.78,4.42,0.88,93.89,17.66,0.05,-0.67,1.32,1.05,0.2,4.0,3.0,4.0,Blend,Large,15987.2,823400000.0,-2.48
FIEWX,2017-01-26,0.33,3.04,3.82,97.51,10.15,0.26,2.35,-1.39,0.95,0.36,3.0,1.0,2.0,Value,Large,81256.23,1120000000.0,-3.1
FIEZX,2017-01-31,1.05,1.87,3.29,97.83,16.45,0.18,1.7,3.46,1.0,0.38,2.0,3.0,2.0,Blend,Large,41188.52,85430000.0,-1.64
FIFAX,2017-01-26,0.26,3.71,3.26,96.07,11.16,0.2,1.61,-2.2,1.04,0.32,3.0,1.0,2.0,Value,Large,72918.47,105080000000.0,-5.43
FIFFX,2003-07-23,0.75,1.31,6.13,98.31,15.92,0.35,3.03,-0.78,1.5,0.6,3.0,5.0,4.0,Blend,Large,51112.74,2200000000.0,-0.05
FIFIX,1970-11-30,1.15,4.9,3.53,4.58,8.58,0.26,3.57,0.4,0.54,0.32,3.0,2.0,3.0,Value,Small,0.0,416490000.0,1.27
FIFKX,2013-04-02,0.9,5.13,3.65,4.6,8.71,0.27,3.71,0.48,0.56,0.33,3.0,2.0,3.0,Value,Small,0.0,416490000.0,1.88
FIFLX,2013-04-02,0.8,5.24,3.95,5.17,8.53,0.31,4.11,0.7,0.58,0.35,4.0,2.0,3.0,Value,Small,0.0,416490000.0,2.01
FIFRX,2013-04-30,0.49,0.63,14.71,97.14,18.3,0.76,12.98,3.8,1.01,1.29,3.0,2.0,3.0,Growth,Large,107616.04,18000000000.0,13.51
FIGCX,2007-10-31,2.04,0.0,6.18,91.36,15.36,0.36,5.08,6.0,0.9,0.6,4.0,2.0,3.0,Growth,Large,71215.03,4280000000.0,0.77
FIGEX,2013-04-30,1.25,0.0,-0.17,13.92,16.84,-0.02,-3.17,-2.98,0.55,0.1,3.0,3.0,3.0,Growth,Large,15531.55,62020000.0,-4.42
FIGFX,2007-10-31,0.99,0.96,7.31,91.36,15.32,0.43,6.35,7.06,0.9,0.69,4.0,2.0,4.0,Growth,Large,71215.03,4280000000.0,1.69
FIGIX,1992-05-31,0.83,1.32,3.28,50.05,2.49,0.68,3.25,-0.1,0.52,0.27,4.0,5.0,4.0,Value,Large,0.0,327020000.0,5.28
FIGKX,2003-04-07,1.33,0.87,2.75,48.68,2.47,0.48,2.28,-0.58,0.51,0.23,2.0,5.0,2.0,Value,Large,0.0,327020000.0,4.8
FIGLX,2017-06-05,0.41,1.89,5.64,97.68,8.52,0.5,5.07,0.85,0.8,0.49,4.0,3.0,4.0,Blend,Large,50085.37,813610000.0,2.98
FIGRX,1986-12-30,0.78,1.68,3.16,93.67,16.25,0.18,1.63,3.29,0.97,0.37,3.0,3.0,3.0,Growth,Large,34966.22,8830000000.0,1.74
FIGSX,2009-12-02,0.01,2.01,8.47,91.27,15.39,0.5,7.61,8.16,0.9,0.78,4.0,2.0,4.0,Growth,Large,67930.7,11550000000.0,2.8
FIGTX,1983-02-17,0.6,1.55,3.51,50.32,2.49,0.77,3.7,0.13,0.52,0.29,5.0,5.0,5.0,Value,Large,0.0,327020000.0,5.48
FIHBX,2002-10-31,0.5,5.46,4.07,3.78,8.84,0.32,4.88,1.06,0.51,0.37,5.0,3.0,5.0,Value,Small,892.99,9320000000.0,0.87
FIHFX,2009-10-01,0.12,1.58,6.6,98.94,14.44,0.41,3.68,0.01,1.36,0.62,4.0,4.0,4.0,Blend,Large,67344.5,6890000000.0,0.71
FIHLX,2016-06-28,0.49,5.47,4.05,4.12,8.81,0.32,4.64,0.97,0.53,0.36,4.0,3.0,4.0,Value,Small,892.99,9320000000.0,0.77
FIIAX,2004-08-11,1.04,0.41,2.06,92.76,22.45,0.14,0.39,-9.01,1.21,0.38,2.0,4.0,3.0,Blend,Medium,10161.37,1230000000.0,-2.95
FIICX,2004-08-11,1.84,0.0,1.26,92.73,22.41,0.1,-0.27,-9.78,1.21,0.32,2.0,4.0,2.0,Blend,Medium,10161.37,1230000000.0,-3.63
FIIFX,1993-12-19,0.58,2.55,4.85,39.24,4.95,0.66,3.54,0.13,0.92,0.41,2.0,2.0,2.0,Value,Medium,0.0,165950000.0,5.66
FIIGX,1991-02-18,1.03,2.59,5.69,45.69,7.8,0.55,2.62,-1.09,1.56,0.49,2.0,3.0,2.0,Growth,Medium,0.0,260100000.0,6.85
FIIIX,2007-10-31,0.97,0.98,7.32,91.31,15.33,0.44,6.36,7.07,0.9,0.69,4.0,2.0,4.0,Growth,Large,71215.03,4280000000.0,1.7
FIIJX,2013-04-02,0.74,2.86,6.03,44.94,7.82,0.59,2.86,-0.74,1.55,0.51,3.0,3.0,3.0,Growth,Medium,0.0,260100000.0,7.07
FIIKX,2013-04-02,0.66,2.93,6.1,45.05,7.77,0.6,2.92,-0.65,1.55,0.52,3.0,3.0,3.0,Growth,Medium,0.0,260100000.0,7.15
FIIMX,2004-08-11,0.75,0.6,2.37,92.73,22.41,0.15,0.64,-8.7,1.21,0.41,2.0,4.0,3.0,Blend,Medium,10161.37,1230000000.0,-2.7
FIINX,2006-06-26,1.37,0.06,0.48,83.76,12.94,-0.02,-1.52,0.06,0.73,0.11,5.0,1.0,5.0,Value,Large,37017.9,265970000.0,-8.79
FIIPX,2013-04-02,1.12,0.46,0.82,83.7,12.96,0.01,-1.05,0.4,0.73,0.14,5.0,1.0,5.0,Value,Large,37017.9,265970000.0,-8.58
FIIQX,2013-04-02,1.08,0.49,0.9,83.7,12.97,0.01,-0.94,0.48,0.73,0.15,5.0,1.0,5.0,Value,Large,37017.9,265970000.0,-8.54
FIISX,1981-11-15,1.41,1.06,1.4,76.84,13.99,0.06,-0.24,1.12,0.75,0.2,3.0,2.0,3.0,Value,Large,36556.42,268140000.0,-5.54
FIITX,2013-04-02,1.07,0.68,1.77,76.59,14.01,0.08,0.24,1.48,0.75,0.23,2.0,2.0,2.0,Value,Large,36556.42,268140000.0,-5.31
FIIUX,2013-04-02,1.02,1.44,1.78,76.8,14.0,0.08,0.26,1.49,0.76,0.23,2.0,2.0,2.0,Value,Large,36556.42,268140000.0,-5.31
FIIVX,2007-12-30,0.47,1.38,5.18,97.7,8.22,0.46,4.65,0.5,0.77,0.45,4.0,3.0,4.0,Blend,Large,52965.06,7720000.0,2.83
FIJAX,2018-10-01,0.43,2.39,3.21,95.09,4.68,0.37,1.43,-1.16,1.14,0.27,3.0,3.0,3.0,Blend,Medium,0.0,1680000000.0,1.08
FIJBX,2018-10-01,0.43,2.54,3.71,99.0,4.38,0.5,1.95,-0.57,1.09,0.31,3.0,2.0,3.0,Blend,Medium,0.0,2200000000.0,2.44
FIJCX,2018-10-01,0.63,2.05,5.11,73.89,15.24,0.3,4.57,0.53,0.77,0.51,3.0,4.0,3.0,Value,Large,80951.33,1360000000.0,-0.98
FIJDX,2018-10-01,0.65,0.84,16.6,24.52,32.88,0.57,15.64,13.63,0.96,1.69,3.0,2.0,3.0,Growth,Medium,10754.17,2400000000.0,29.58
FIJEX,2008-04-24,0.48,3.89,2.54,15.5,4.81,0.22,1.7,-0.87,0.56,0.22,4.0,5.0,4.0,Value,Small,20.87,3170000000.0,0.63
FIJFX,2018-10-01,0.63,1.34,-2.99,82.95,22.05,-0.1,-3.86,-8.42,1.19,-0.05,4.0,3.0,4.0,Blend,Large,22639.52,715060000.0,3.78
FIJGX,2018-10-01,0.68,1.83,7.42,64.59,13.79,0.47,8.92,3.12,0.65,0.68,3.0,1.0,3.0,Value,Large,31396.88,317630000.0,7.76
FIJHX,2018-10-01,0.42,1.94,4.91,92.41,5.68,0.59,6.4,1.16,0.52,0.41,3.0,2.0,3.0,Blend,Large,48931.2,161230000.0,3.55
FIJJX,2018-10-01,0.45,1.94,5.21,96.16,7.11,0.53,5.47,0.92,0.66,0.45,4.0,4.0,4.0,Blend,Large,49704.06,372480000.0,3.26
FIJKX,2018-10-01,0.49,1.92,5.53,97.75,8.57,0.49,4.9,0.72,0.8,0.48,4.0,4.0,4.0,Blend,Large,50085.37,813610000.0,2.89
FIJLX,2018-10-01,0.52,1.85,5.75,98.4,9.87,0.46,4.48,0.52,0.93,0.51,4.0,4.0,4.0,Blend,Large,50345.12,2000000000.0,2.56
FIJMX,2018-10-01,0.56,1.77,5.95,98.67,10.93,0.44,4.23,0.38,1.03,0.53,4.0,4.0,4.0,Blend,Large,50481.42,2780000000.0,2.21
FIJNX,2018-10-01,0.59,1.65,6.23,98.59,12.69,0.42,3.88,0.14,1.2,0.57,4.0,4.0,4.0,Blend,Large,50633.62,2990000000.0,1.68
FIJOX,2018-10-01,0.63,1.54,6.3,98.47,14.92,0.38,3.35,-0.38,1.4,0.6,3.0,5.0,4.0,Blend,Large,50872.05,2470000000.0,0.55
FIJPX,2018-10-01,0.65,1.51,6.2,98.35,15.93,0.36,3.08,-0.72,1.5,0.61,3.0,5.0,4.0,Blend,Large,51112.74,2200000000.0,0.02
FIJQX,2018-10-01,0.65,1.51,6.21,98.42,15.97,0.36,3.08,-0.72,1.5,0.61,4.0,3.0,4.0,Blend,Large,51117.99,1500000000.0,0.05
FIJRX,2018-10-01,0.65,1.53,6.19,98.4,15.93,0.36,3.07,-0.73,1.5,0.61,4.0,3.0,4.0,Blend,Large,51109.58,1240000000.0,0.03
FIJSX,2018-10-01,0.65,1.54,6.2,98.34,15.93,0.36,3.08,-0.72,1.5,0.61,4.0,3.0,4.0,Blend,Large,51116.31,749920000.0,0.01
FIJTX,2018-10-01,0.65,1.51,6.19,98.42,15.93,0.36,3.07,-0.73,1.5,0.61,4.0,3.0,4.0,Blend,Large,51089.99,265340000.0,0.01
FIJUX,2018-10-01,0.42,1.5,4.64,86.05,4.61,0.66,7.52,1.33,0.41,0.39,3.0,2.0,3.0,Blend,Large,48104.99,234470000.0,3.8
FIJWX,2018-10-01,0.71,3.72,3.03,4.95,6.4,0.25,3.4,0.16,0.42,0.27,2.0,2.0,2.0,Value,Small,1399.91,92860000.0,1.07
FIJYX,2018-10-01,0.62,0.06,12.06,51.39,21.67,0.56,11.43,7.33,0.92,1.14,3.0,5.0,3.0,Growth,Large,17056.31,2410000000.0,13.27
FIJZX,2018-10-01,0.67,0.0,16.28,90.6,22.26,0.72,11.75,9.45,1.25,1.46,4.0,2.0,4.0,Growth,Large,98028.78,461300000.0,15.78
FIKAX,2018-10-01,0.66,4.05,-23.19,75.21,36.91,-0.56,-13.15,-30.35,1.88,-1.58,4.0,3.0,3.0,Value,Large,26561.99,312460000.0,-50.09
FIKBX,2018-10-01,0.67,2.01,-2.06,82.8,23.27,-0.03,-2.93,-7.3,1.25,0.07,3.0,3.0,3.0,Value,Medium,21084.16,244580000.0,-21.24
FIKCX,2018-10-01,0.61,0.0,14.98,58.69,18.25,0.77,16.24,9.75,0.82,1.3,5.0,3.0,4.0,Growth,Large,37860.68,5610000000.0,9.37
FIKDX,2008-04-24,1.01,2.16,-1.5,86.23,19.57,-0.06,-3.03,-11.24,1.02,0.04,2.0,4.0,2.0,Value,Large,42667.13,59420000.0,-17.98
FIKEX,2018-10-01,0.65,1.04,3.11,88.54,22.86,0.18,1.2,-2.47,1.27,0.48,3.0,3.0,3.0,Blend,Medium,18591.58,488750000.0,-5.32
FIKFX,2009-10-01,0.12,1.45,4.98,80.84,3.85,0.87,10.31,1.95,0.33,0.41,3.0,1.0,2.0,Blend,Large,67380.22,716340000.0,4.32
FIKGX,2018-10-01,0.68,0.32,20.29,71.06,25.93,0.78,14.52,13.62,1.29,1.83,4.0,5.0,4.0,Blend,Large,61573.99,387310000.0,17.5
FIKHX,2018-10-01,0.62,0.0,22.95,79.89,22.26,0.97,18.19,15.52,1.17,1.94,4.0,3.0,4.0,Growth,Large,277908.31,3540000000.0,33.67
FIKIX,2018-10-01,0.65,2.32,7.1,33.94,14.65,0.44,10.99,3.76,0.5,0.66,3.0,4.0,4.0,Value,Large,27742.36,580580000.0,-6.17
FIKJX,2018-10-01,0.65,2.15,0.68,54.26,17.4,0.04,-1.21,-3.3,0.75,0.19,3.0,3.0,3.0,Blend,Medium,20508.21,380430000.0,-13.96
FIKKX,2018-10-01,1.02,2.72,1.34,67.44,17.19,0.08,-0.3,-3.05,0.83,0.24,4.0,3.0,4.0,Blend,Medium,8354.42,3810000.0,-16.52
FIKLX,2018-10-01,0.83,2.33,5.15,72.7,14.2,0.32,5.0,0.74,0.71,0.5,5.0,2.0,5.0,Blend,Medium,3156.66,627220000.0,-8.15
FIKMX,2018-10-01,0.62,4.1,2.02,51.57,16.63,0.12,0.62,-1.71,0.7,0.3,4.0,2.0,3.0,Value,Medium,7800.79,5060000000.0,-9.89
FIKNX,2018-10-01,0.81,0.9,-2.83,83.09,21.43,-0.1,-4.04,-12.92,1.09,-0.04,5.0,2.0,5.0,Value,Small,2515.77,1740000000.0,-14.0
FIKOX,2018-10-01,0.36,2.78,6.43,51.86,7.15,0.69,3.17,-0.31,1.52,0.54,4.0,3.0,4.0,Growth,Medium,0.0,3300000000.0,7.25
FIKPX,2018-10-01,0.36,1.35,4.62,65.32,3.67,0.83,3.48,0.02,0.87,0.38,4.0,4.0,4.0,Blend,Large,0.0,4360000000.0,6.74
FIKQX,2018-10-01,0.36,2.15,5.86,87.7,3.67,1.15,4.2,0.71,1.02,0.48,5.0,4.0,5.0,Blend,Medium,0.0,9690000000.0,8.1
FIKRX,2018-10-01,0.36,2.14,3.62,44.85,2.78,0.73,3.68,0.13,0.55,0.3,4.0,4.0,4.0,Value,Medium,0.0,3890000000.0,4.33
FIKTX,2018-10-01,0.36,1.89,2.92,49.59,1.65,0.8,3.87,0.14,0.35,0.24,3.0,2.0,3.0,Value,Medium,0.0,3320000000.0,3.47
FIKUX,2018-10-01,0.36,2.06,3.87,72.35,2.12,1.08,4.32,0.44,0.53,0.32,2.0,1.0,2.0,Value,Large,0.0,1090000000.0,4.22
FIKVX,2018-10-01,0.5,1.66,4.37,89.18,5.18,0.55,5.99,0.85,0.46,0.37,4.0,2.0,3.0,Blend,Large,53928.25,5520000000.0,3.41
FIKWX,2018-10-01,0.52,1.72,5.07,94.68,6.88,0.52,5.47,0.88,0.64,0.43,5.0,4.0,5.0,Blend,Large,53409.35,2090000000.0,3.92
FIKYX,2018-10-01,0.52,1.68,5.49,97.07,8.52,0.48,4.89,0.71,0.8,0.48,4.0,3.0,4.0,Blend,Large,54251.58,2040000000.0,3.94
FIKZX,2018-10-01,0.58,1.62,5.83,98.14,10.19,0.45,4.42,0.49,0.96,0.52,5.0,4.0,4.0,Blend,Large,54639.14,9530000000.0,3.91
FILBX,2017-01-26,0.33,1.18,6.22,61.73,3.45,1.29,5.66,1.72,0.82,0.51,5.0,2.0,5.0,Blend,Large,0.0,7840000000.0,12.06
FILDX,2008-04-24,0.45,1.85,2.81,26.44,1.94,0.62,4.12,0.2,0.3,0.23,3.0,3.0,3.0,Value,Medium,0.0,430980000.0,3.52
FILFX,2006-03-22,0.59,2.02,0.89,96.67,16.08,0.04,-0.72,1.03,0.97,0.18,5.0,3.0,4.0,Blend,Large,29165.0,17070000000.0,-4.68
FILGX,2013-09-05,0.82,2.51,10.65,46.11,10.03,0.9,14.93,3.13,0.6,0.89,4.0,4.0,4.0,Growth,Large,18337.9,49870000.0,23.55
FILRX,2013-04-30,0.74,0.4,11.16,80.88,20.03,0.55,8.64,11.53,1.11,1.05,4.0,5.0,5.0,Growth,Large,17561.65,2290000000.0,10.09
FILSX,2017-06-07,0.0,2.21,5.69,97.93,8.31,0.52,5.26,0.96,0.78,0.49,4.0,3.0,4.0,Blend,Large,52948.94,122970.0,3.22
FIMFX,2013-04-30,0.81,3.36,0.91,77.25,11.61,-0.01,-0.94,-5.71,0.88,0.13,2.0,2.0,2.0,Value,Large,20002.8,90710000.0,-4.57
FIMIX,1985-11-20,0.49,2.13,3.7,97.36,3.77,0.57,2.28,-0.2,0.93,0.31,3.0,3.0,3.0,Blend,Medium,0.0,649260000.0,2.99
FIMKX,2004-03-28,1.09,0.49,6.49,83.87,18.98,0.34,4.58,6.98,1.07,0.67,4.0,3.0,4.0,Blend,Large,45088.36,1080000000.0,8.37
FIMPX,1995-07-31,0.99,0.0,14.38,81.83,23.54,0.62,10.72,2.79,1.19,1.35,3.0,4.0,3.0,Growth,Small,3427.58,215320000.0,19.65
FIMTX,1985-12-25,0.7,1.73,3.38,98.34,3.79,0.48,1.91,-0.54,0.94,0.28,3.0,3.0,3.0,Blend,Medium,0.0,111910000.0,2.72
FIMUX,2008-04-24,0.53,2.54,3.2,94.72,2.35,0.69,2.84,0.18,0.57,0.27,2.0,1.0,2.0,Value,Medium,0.0,56020000.0,2.99
FIMWX,2017-01-26,0.31,2.98,4.07,96.93,7.88,0.34,3.37,-0.44,0.74,0.36,3.0,1.0,3.0,Value,Large,79076.74,1140000000.0,-1.03
FIMYX,2003-10-01,0.45,1.97,3.63,98.62,3.8,0.55,2.17,-0.3,0.94,0.3,4.0,3.0,3.0,Blend,Medium,0.0,111910000.0,3.02
FINAX,2008-05-14,1.41,0.0,-13.21,85.28,21.93,-0.6,-11.89,-12.5,1.24,-0.96,1.0,5.0,1.0,Blend,Small,1703.07,89170000.0,-27.77
FINDX,2008-01-30,2.4,0.0,-1.35,13.93,16.8,-0.09,-5.31,-4.16,0.55,0.0,3.0,3.0,2.0,Growth,Large,15531.55,61700000.0,-4.98
FINFX,2008-07-31,0.39,1.71,6.94,97.3,17.31,0.38,5.6,-2.88,0.96,0.68,3.0,3.0,3.0,Blend,Large,102290.9,100100000000.0,-1.44
FINJX,1988-09-12,0.9,2.42,3.29,94.57,4.81,0.37,1.46,-1.16,1.17,0.28,2.0,3.0,2.0,Blend,Medium,0.0,32030000.0,2.43
FINLX,2013-04-30,0.68,2.64,3.53,94.74,4.8,0.42,1.67,-0.92,1.17,0.3,3.0,3.0,3.0,Blend,Medium,0.0,32030000.0,2.54
